run_id,tbias,kp,ddfsnow,ddfsnow_iceratio,ddfice,combined_rmse,glacier_wide_mb,mod_ABL_2023,mod_ABL_2024,mod_ELA_2023,mod_ELA_2024,mod_ELA_2025,mod_ACC_2023,mod_ACC_2024,mod_ACC_2025,rmse_ABL,bias_ABL,rmse_ELA,bias_ELA,rmse_ACC,bias_ACC,mod_winter_ABL_2023,bias_winter_ABL_2023,mod_summer_ABL_2023,bias_summer_ABL_2023,mod_winter_ABL_2024,bias_winter_ABL_2024,mod_summer_ABL_2024,bias_summer_ABL_2024,mod_winter_ABL_2025,bias_winter_ABL_2025,mod_summer_ABL_2025,mod_winter_ELA_2023,bias_winter_ELA_2023,mod_summer_ELA_2023,bias_summer_ELA_2023,mod_winter_ELA_2024,bias_winter_ELA_2024,mod_summer_ELA_2024,bias_summer_ELA_2024,mod_winter_ELA_2025,bias_winter_ELA_2025,mod_summer_ELA_2025,bias_summer_ELA_2025,mod_winter_ACC_2023,bias_winter_ACC_2023,mod_summer_ACC_2023,bias_summer_ACC_2023,mod_winter_ACC_2024,bias_winter_ACC_2024,mod_summer_ACC_2024,bias_summer_ACC_2024,mod_winter_ACC_2025,bias_winter_ACC_2025,mod_summer_ACC_2025,bias_summer_ACC_2025,bias_winter_mean,bias_summer_mean
94082,4.352941176470587,2.166666666666667,0.001,0.2239130434782608,0.0044660194174757,0.2915420991674143,-0.806169656687882,-4.179167298565941,-2.5016869997470232,-0.21049817512145474,0.3271905143756735,0.6176068822271776,0.6231812563203698,1.0559091216418364,1.7615076424174407,0.24433363291143134,0.22457285084351764,0.347290484532141,-0.18190025950620123,0.2830021800586705,-0.08813399320678435,0.542375658755097,-0.307624341244903,-4.721542957321038,0.6284570426789617,0.890042747484487,-1.039957252515513,-3.39172974723151,1.1682702527684894,1.1196256534263587,-0.4803743465736414,-3.0791461922015255,1.4448148058416994,-0.9151851941583005,-1.6553129809631542,0.6046870190368456,1.6397413898309412,-0.9602586101690589,-1.312550875455268,1.187449124544732,2.0300112334975857,-1.0099887665024143,-1.4124043512704083,0.5475956487295917,1.7315174632654404,-0.7184825367345598,-1.1083362069450706,1.1416637930549294,2.1172541376959777,-0.8927458623040221,-1.061345016054141,0.48865498394585893,2.9587163207351086,-0.5712836792648912,-1.1972086783176676,0.4577913216823324,-0.7662111766074783,0.7780711483052176
63436,0.235294117647058,2.166666666666667,0.0028,0.2978260869565217,0.0094014598540146,0.33214691235023314,-1.6100434153731829,-4.264356733673154,-2.6111551188231745,-0.5429515175588159,0.5461863066489197,1.1161774596759118,0.9651162581371832,1.2338011169030736,1.7301625259989855,0.16715693002647802,0.12724407375183588,0.4523190919254497,-0.053529250411328166,0.37696471509877155,0.07469330034641408,1.7944858220966151,0.9444858220966151,-6.058842555769769,-0.7088425557697695,2.1390512087813596,0.20905120878135963,-4.750206327604534,-0.1902063276045345,2.9476360287354044,1.3476360287354043,-4.770861200976244,1.8445190100420004,-0.5154809899579995,-2.387470527600816,-0.12747052760081612,2.2360072100678354,-0.36399278993216466,-1.6898209034189158,0.8101790965810842,3.0305245810052144,-0.009475418994785656,-1.914347121329302,0.045652878670698005,1.8845440642266074,-0.5654559357733928,-0.9194278060894243,1.3305721939105757,2.2846646699050486,-0.7253353300949512,-1.050863553001975,0.49913644699802506,3.0965183601033415,-0.43348163989665833,-1.3663558341043558,0.28864416589564423,-0.012449893892952554,0.2434581713851134
62616,0.235294117647058,1.4,0.0016,0.15,0.0106666666666666,0.3359210769481595,-1.515588961885168,-4.566312880528787,-2.444926118480078,-0.17328932233548855,0.5955716503636379,0.8878876506087265,0.7423586211457813,0.9175435456514915,1.2506103845193517,0.13901391970747976,0.059380500495567645,0.34505336260515085,0.01005665954562529,0.5236959485318476,-0.26482914956112513,1.1595288381683797,0.3095288381683797,-5.725841718697167,-0.375841718697167,1.3835238903297475,-0.5464761096702524,-3.828450008809825,0.7315499911901746,1.904663698812125,0.30466369881212496,-3.264509752426118,1.1918484408375194,-1.1681515591624805,-1.3651377631730082,0.8948622368269916,1.4448165592479638,-1.1551834407520363,-0.8492449088843261,1.6507550911156739,1.9581988042667482,-1.0818011957332518,-1.070311153658022,0.8896888463419779,1.2177077126923785,-1.2322922873076216,-0.475349091546597,1.774650908453403,1.4762499906741968,-1.533750009325803,-0.5587064450227053,0.9912935549772948,2.000833145809797,-1.5291668541902026,-0.7502227612904457,0.9047772387095543,-0.8480698799067938,0.9327170186147378
101792,5.1764705882352935,3.7,0.0016,0.4456521739130434,0.003590243902439,0.3692218022966121,-1.1528740564014592,-4.427285125175038,-2.377721176695907,-0.8333467774243294,-0.11866709527219099,0.40167339956002546,0.7303292832839898,1.336370630057214,2.0580278464767057,0.18565028643730616,0.16249684906452755,0.6780065098870391,-0.6101134910454983,0.24400861056549114,0.1399092532726365,0.7616063590961779,-0.08839364090382207,-5.188891484271216,0.1611085157287837,1.546920958953885,-0.3830790410461149,-3.9246421356497914,0.6353578643502082,1.1749308402266132,-0.4250691597733869,-5.094174545850357,2.1536663751489917,-0.20633362485100815,-2.9870131525733212,-0.7270131525733214,2.518610629669188,-0.08138937033081195,-2.637277724941379,-0.13727772494137902,2.86387956979893,-0.17612043020106993,-2.462206170238905,-0.5022061702389049,2.706363423712032,0.256363423712032,-1.9760341404280424,0.2739658595719576,3.29414846397395,0.28414846397395,-1.9577778339167358,-0.4077778339167357,4.175489310266139,0.645489310266139,-2.117461463789433,-0.4624614637894331,-0.01937600768378811,-0.14578801322610307
63846,0.235294117647058,2.5500000000000003,0.0034,0.3717391304347825,0.0091461988304093,0.37380392973502485,-1.5722601980250848,-4.128325606595321,-2.569680165530546,-0.541883406817643,0.4877879506735461,1.2310754290647177,1.0765784605236484,1.3920614701777094,1.9701423510231266,0.2662520771216241,0.21599711393706644,0.4416701589431118,-0.03434000902645976,0.4134895531403387,0.24459409390816148,2.1119826478838397,1.2619826478838396,-6.240308254479161,-0.8903082544791614,2.5170813819654194,0.5870813819654195,-5.086761547495966,-0.5267615474959664,3.469257191608982,1.8692571916089817,-5.2990389123342645,2.17086091450419,-0.18913908549580993,-2.712744321321833,-0.4527443213218332,2.6316253301765413,0.03162533017654123,-2.1438373795029957,0.3561626204970043,3.5667379640492625,0.5267379640492624,-2.3356625349845452,-0.37566253498454527,2.217965087050543,-0.232034912949457,-1.1413866265268946,1.1086133734731054,2.688881837012059,-0.3211181629879407,-1.2968203668343496,0.2531796331656504,3.6443827646397544,0.11438276463975461,-1.6742404136166278,-0.01924041361662776,0.4054194576545102,-0.06834518059529673
64255,0.235294117647058,2.9333333333333336,0.004,0.408695652173913,0.0097872340425531,0.3818863146194838,-1.7334589503160336,-4.449111209682407,-2.8225112919454856,-0.6340488141098426,0.4432936968343385,1.3441902468594213,1.1877430477693782,1.549927150547414,2.209637528380357,0.1408017515986715,-0.07081125081394624,0.4920957597588417,-0.04218829013869426,0.5127614325009384,0.41410257556571645,2.429416872552375,1.579416872552375,-6.878528082234782,-1.5285280822347822,2.8942042146698745,0.9642042146698746,-5.71671550661536,-1.1567155066153605,3.9905476181025166,2.3905476181025165,-6.04715138424695,2.4971802173911217,0.13718021739112185,-3.131229031500964,-0.8712290315009641,3.0271753398765755,0.4271753398765754,-2.5838816430422376,-0.08388164304223755,4.102828280197041,1.0628282801970412,-2.75863803333762,-0.7986380333376202,2.5513763894520425,0.1013763894520423,-1.363633341682664,0.886366658317336,3.0930696442060723,0.08306964420607255,-1.5431424936586589,0.006857506341341191,4.192194071529636,0.6621940715296364,-1.9825565431492793,-0.3275565431492793,0.8231102942196951,-0.48416558440269586
63845,0.235294117647058,2.5500000000000003,0.0034,0.3347826086956522,0.0101558441558441,0.3956640498493537,-1.8354212018788534,-4.68308324095535,-2.957811240469045,-0.697430693147229,0.44186489060675316,1.2287300440262834,1.0762216161337543,1.3915693818972887,1.9695054343895322,0.2654992302216419,-0.2554472407121975,0.5082282754166338,-0.10227858617139751,0.4132646439097854,0.24409881080685844,2.1119069131734673,1.2619069131734673,-6.794990154128818,-1.444990154128818,2.5159827825136234,0.5859827825136235,-5.473794022982669,-0.9137940229826693,3.468826633699815,1.8688266336998147,-5.61931661945116,2.170833573472709,-0.189166426527291,-2.8682642666199385,-0.6082642666199387,2.631540351879422,0.031540351879421724,-2.189675461272669,0.3103245387273308,3.5665771933631722,0.5265771933631722,-2.3378471493368886,-0.3778471493368887,2.2179533283189095,-0.23204667168109072,-1.141731712185155,1.108268287814845,2.6888452003911714,-0.3211547996088284,-1.2972758184938824,0.25272418150611764,3.6443133751988315,0.11431337519883167,-1.6748079408092988,-0.01980794080929882,0.40519770577901343,-0.211673315728665
94081,4.352941176470587,2.166666666666667,0.001,0.1869565217391304,0.0053488372093023,0.39639916120947666,-1.0912067799791638,-5.096597959656729,-3.09066357638682,-0.3047204153592405,0.2912076489860732,0.6146787572247132,0.6230757161550643,1.0552889700141197,1.7602070404012924,0.5329822023651767,-0.5286307680217748,0.3727746587494359,-0.22627800304948473,0.2834406225138176,-0.08880942447650786,0.43182243405102455,-0.4181775659489754,-5.528420393707753,-0.17842039370775353,0.7705212636932747,-1.1594787363067254,-3.8611848400800945,0.6988151599199051,1.0254863099106024,-0.5745136900893977,-3.4544724606844546,1.435992671491963,-0.9240073285080368,-1.7407130868512035,0.5192869131487963,1.6042288583886228,-0.9957711416113773,-1.31302120940255,1.18697879059745,2.0276906181024996,-1.0123093818975004,-1.4130118608777866,0.5469881391222133,1.7315066361786864,-0.7184933638213138,-1.108430920023622,1.141569079976378,2.1171259570675645,-0.8928740429324353,-1.0618369870534448,0.4881630129465553,2.957677914970324,-0.572322085029676,-1.197470874569032,0.45752912543096813,-0.8075497040161598,0.6076137284293142
102972,5.1764705882352935,4.8500000000000005,0.0022,0.5934782608695652,0.0037069597069597,0.3979436062707302,-1.1249916311720307,-4.475258355652503,-2.573490186602894,-0.8574226954421025,-0.11130744798821746,0.43376784851068473,0.7823899465008884,1.6495282174728405,2.555477458715969,0.04362056840066244,0.040625728872301314,0.6779687920402196,-0.6049874316398784,0.47224145837130865,0.42746520756323264,1.1906593091509428,0.3406593091509428,-5.6659176648034455,-0.31591766480344585,2.172851583883846,0.24285158388384587,-4.74634177048674,-0.18634177048674072,1.6476555073055577,0.047655507305557565,-5.70896038470677,2.9162918522573698,0.5562918522573699,-3.7737145476994725,-1.5137145476994727,3.400661460313887,0.8006614603138869,-3.5119689083021046,-1.0119689083021046,3.819198484411803,0.7791984844118032,-3.3854306359011184,-1.4254306359011184,3.5422345985833026,1.0922345985833024,-2.759844652082414,-0.509844652082414,4.34145303804316,1.3314530380431604,-2.691924820570319,-1.141924820570319,5.466942539532937,1.9369425395329372,-2.911465080816968,-1.256465080816968,0.7919942637203119,-0.9202010100828228
12962,-6.352941176470589,0.6333333333333333,0.0082,0.2239130434782608,0.0366213592233009,0.41762415070254627,-2.186691113176329,-4.581037075538664,-2.7572468741188287,-0.30420574109612897,0.9978517426476197,0.6316430364317256,1.0033956382825369,1.133996229023474,1.3194957571361867,0.10667421099982914,-0.10414197482874621,0.6246449657447024,0.015096345994405421,0.5215532753631075,-0.08270412518593413,0.5245007865300866,-0.3254992134699134,-5.10553786206875,0.24446213793124993,0.6356690814102395,-1.2943309185897605,-3.3929159555290687,1.167084044470931,0.8615133217227002,-0.7384866782772999,-3.9302189342716405,0.5391522173733061,-1.8208477826266938,-0.8433579584694352,1.4166420415305647,0.6535707901205066,-1.9464292098794935,0.3442809525271132,2.844280952527113,0.885807742131496,-2.154192257868504,-0.25416470569977057,1.7058352943002295,0.550860327886358,-1.8991396721136422,0.4525353103961789,2.702535310396179,0.6678115657947085,-2.3421884342052914,0.46618466322876523,2.016184663228765,0.9051198064929444,-2.6248801935070554,0.41437595064324206,2.0693759506432423,-1.6828882622819614,1.7708000493785345
