run_id,tbias,kp,ddfsnow,ddfsnow_iceratio,ddfice,combined_rmse,glacier_wide_mb,mod_ABL_2023,mod_ABL_2024,mod_ELA_2023,mod_ELA_2024,mod_ELA_2025,mod_ACC_2023,mod_ACC_2024,mod_ACC_2025,rmse_ABL,bias_ABL,rmse_ELA,bias_ELA,rmse_ACC,bias_ACC
5658,-4.0,2.0,0.0098,0.52,0.0188461538461538,0.7197822691804648,-2.0300716061256936,-3.670787816313267,-3.4274707216053937,-0.09271469588734083,0.6413072494045808,1.0480951440396622,1.337549608378253,2.5223531579113407,2.5270911239393024,0.8134962806898222,0.015870731040669606,0.3322501126675271,0.10556256585230073,0.9110377435864977,0.8939979634096321
11175,2.0,3.5,0.0043,1.0,0.0043,0.719788951821286,-1.2330341802432792,-2.9965116112919317,-2.4261423424751043,-0.9661741309899133,-0.16166596665042954,0.37450674412261953,0.5672097411038396,1.1624857387329435,1.7635984992328655,1.0728549015387685,0.853673023116482,0.7534182304191273,-0.6777777845059078,0.2158832338840418,-0.07056867364345047
11173,2.0,3.5,0.0043,0.8400000000000001,0.0051190476190476,0.7202846162786469,-1.6067175454059957,-3.6965698201285435,-3.05478122033769,-1.3720855015119149,-0.412188150588358,0.1946922246283994,0.44821961244080427,1.1561100178434311,1.7612873051153368,0.6426270843498032,0.18932447976688316,1.0349142126279713,-0.9565271424906245,0.19269838781840895,-0.11312768820014257
8543,-1.0,3.5,0.0075999999999999,0.76,0.0099999999999999,0.7225805223114932,-1.8839357121576346,-3.439948146244426,-2.60587310663721,-0.8596347294859329,-0.29076662806489373,0.4368178254511439,1.5591278018913388,1.7920968043071028,2.0777188994484104,0.7497639760731266,0.5420893735591819,0.7041024265692556,-0.6645278440332275,0.722359137099982,0.5746478352156174
5682,-4.0,2.0,0.012,0.6799999999999999,0.0176470588235294,0.7249312268947864,-2.4199016771394413,-3.9281726846737715,-3.811025312822679,-0.6134268402574103,0.06384657193783211,0.2659443678540119,1.0070441994980208,2.3444073187126224,2.2234564323425308,0.9278489284579439,-0.3045989987482254,0.6252923313642783,-0.5212119668218554,0.660662168521706,0.6233026501843913
11158,2.0,3.5,0.0031999999999999,0.52,0.0061538461538461,0.7259612960692717,-0.7607852858659802,-3.648412905337893,-2.65138060284772,-0.8798823473161984,0.6792989823270457,1.5373469550112788,1.391473414596326,1.992095417767456,2.686815424865832,0.6023527662313756,0.4151032459071935,0.7082661841344544,0.018921196674042018,0.8135473258895868,0.7884614190765381
5684,-4.0,2.0,0.012,0.8400000000000001,0.0142857142857142,0.728368760715718,-1.8061790038049206,-3.024118356623867,-2.9266699805130463,-0.31002317441207805,0.26767827292429414,0.39923816452784466,1.0080862628522111,2.347716514700728,2.2258024192986734,1.0644810243945746,0.5896058314315433,0.46892489924693675,-0.3077022456533131,0.6628868748886472,0.6255350656172042
4227,-5.5,1.25,0.012,0.44,0.0272727272727272,0.7331887727472308,-2.2525267304152767,-3.8664317199200235,-3.2413469222040123,-0.7842194472379319,1.200994424817995,0.8081927012478917,1.2752569014877417,2.2381517971379683,2.0551392460284257,0.6225567543653423,0.01111067893798201,0.8302433301968323,-0.018344107057348496,0.6970079925510004,0.6211826482180453
4215,-5.5,1.25,0.0109,0.36,0.0302777777777777,0.7364195765902337,-2.3552411598528717,-4.086768625727749,-3.3991974980359005,-0.6585214447565331,1.2790974581284598,0.9525256605693404,1.3377167717247889,2.238144972324155,2.103527305262339,0.6174240680713794,-0.17798306188182478,0.8127884729197825,0.09770055798042232,0.7289741827804497,0.658129683103761
8542,-1.0,3.5,0.0075999999999999,0.6799999999999999,0.0111764705882352,0.7365311743067907,-2.222679933381695,-3.9884060962412216,-3.0607138162878225,-1.101733169738056,-0.47096062743629785,0.32894182989657117,1.556949838357205,1.7903322614931034,2.0759136778120744,0.47288619873303894,0.04044004373547794,0.8820897581331576,-0.8412506557592611,0.7207254742483015,0.5727319258874609
